"response","pearson"
2.21681712082198,0.921820588925831
-2.22781495937558,-1.08348057682478
0.92409827582489,0.641379042769189
-1.70901048426514,-1.30729127751437
0.085331522581805,0.0499821476219916
-0.122204900600619,-0.0838870583949268
0.517074369367156,0.424613037887567
1.51130225288863,0.957999433850839
-0.358536486007102,-0.117200479563536
0.0204546406931869,0.0118499591825297
2.90696768416175,1.17766959639659
-2.08240611429944,-1.4430544391323
-0.253534523532384,-0.503522118215659
-1.57137809563206,-0.665731917088413
2.22045113239014,0.51238763656274
-0.0849336356536146,-0.022630925361255
8.29167389413713,1.33272338316293
0.392774718552447,0.309816931662131
-2.3135337403282,-1.11393343056543
-4.17436245090124,-1.15007285098865
-0.482390999553454,-0.156653559190188
-2.11341543990196,-1.19775043842646
2.01060108280984,1.00663535448971
1.83613353927056,0.456700657339216
-1.77267811191427,-0.477661989908653
-0.0969952171604547,-0.0241756362285006
-5.11331062720738,-1.60788692280872
-1.95492679879511,-0.565401608267088
-1.83428917708212,-0.655342003544512
5.81454761614184,0.928866925137413
5.53391254043036,1.407155395552
-4.10074731820385,-0.872287260804487
-1.96445433988571,-1.14095773287007
2.22138318395869,0.339633179497262
-1.57852709093248,-0.295278699050471
-5.24361383430779,-1.02357314097425
-1.40486622711925,-0.555111136975636
-1.7664499125181,-0.735609053257769
4.28988705964554,1.97665191789564
-2.60212368478682,-1.61310994194036
1.11406227821673,0.811233349083836
-1.96467112505983,-1.14104192159056
0.284555568415859,0.172681824535895
-1.22286356805906,-1.10583161831224
-0.19933810585009,-0.134413945024319
1.91089105449883,0.633833622006453
-0.145192708147449,-0.0818693185994943
4.30456265252607,1.66356417059307
-1.14006865817199,-0.779322389067921
-0.261188368710547,-0.511065914252308
-0.88689684126795,-0.33795690115913
-0.176943697327161,-0.0339417937812599
0.903219096214531,0.218441896263226
-1.04718731987276,-0.184981976448304
1.41069717261865,0.876682572091165
-0.812370296922039,-0.370317739647513
-0.75357823386379,-0.203198498670451
-0.932590324981497,-0.295910001410959
0.0267805917022375,0.0134353472025991
-3.18060251111058,-1.78342437773812
0.680277476908753,0.173804350328511
4.52395112878524,0.976204292341287
1.91919827357345,0.494205562445416
-2.07045688961668,-0.622276527678127
4.90128724562872,1.18530044463678
-4.69117384459576,-1.50693088907589
1.01424748012076,0.14491356658116
-1.34116752444464,-0.32206524534366
1.13270532828424,0.236869721461176
-0.196732471608412,-0.179836362898195
-2.84482648048186,-0.415647300795144
0.794318730419576,0.137844234544382
-0.455406076696931,-0.0885404256046058
-3.25700211406581,-1.42052527244744
-3.09863461451017,-1.16300868197626
-2.43792295594856,-1.15725774915577
-1.4799547324,-0.79334416969918
-1.10278658627937,-0.760490644816218
-2.44449008526327,-1.31712141392604
-0.449208782177022,-0.24187361562611
-1.04621041092757,-1.02284427501334
-1.90899615499609,-1.38166427000053
-4.88280196999417,-1.63830260199613
-1.38126071800566,-0.751166707750975
2.65353767496129,1.05331775540969
1.71320790806829,1.13291344157818
-0.278307764684622,-0.527548826825179
1.21382982014302,0.388017596060633
-1.15970734751212,-0.195580603970123
2.26409873544415,0.509643958449512
-1.45016460327816,-0.240196985910848
0.228358265837344,0.117584890741426
0.137532434144618,0.0568021668256361
-0.907644471181777,-0.243382291919067
-1.86966876491035,-0.567095913461142
8.26400008588537,3.45052950179551
-2.45121936894328,-1.3194589918398
2.65345496043663,0.619490391403833
0.670481527876639,0.130666831158776
-2.77496787310581,-0.776386635886603
3.96227926773132,1.05753995120419
4.46728667701145,1.01079372019853
5.37385489071296,1.35943988787201
0.823442776368701,0.107043075002972
0.940613006605979,0.20026924471161
-2.50953693820858,-0.478466958941057
-0.522080113860307,-0.722551115050214
6.12296618455902,0.672581258250482
2.00551597088084,0.280843595134042
-3.95085801448158,-0.668286212826592
-1.21291016950967,-0.486610079116613
2.87964603506626,0.863534716551034
-0.23878831208985,-0.10432722139234
2.98211591970738,1.33126406446876
0.430899593753204,0.268834836750954
3.62250863555804,1.56213861727175
-0.983723452493373,-0.49286551705348
-0.0966585921937613,-0.0923006464358725
-0.117286981608549,-0.0806046221007277
3.97201137161827,1.25430619364979
2.39675906603218,1.26263472033424
-1.92893697049706,-0.792190482172848
-0.0615641491101098,-0.0428774999203069
-0.3080767724782,-0.555046639912539
0.482682677764888,0.131285408204512
3.22437770826642,0.511254823603651
-0.214761149266437,-0.0503203877568075
-2.3527419857046,-0.401415001730924
2.39984432497845,1.11891425282589
-1.05257812919301,-0.427842713256867
0.517745150332109,0.152792644865608
0.110980619399655,0.0309127189904722
-2.79625608374415,-1.43515626611155
-0.157183081534033,-0.0770914515705636
-3.24622975411837,-0.7816857057519
-0.872101084587445,-0.168234869007768
-0.199463206621267,-0.0549015570707221
1.06921301505456,0.286468194477402
-8.07913745742473,-2.15316331936129
1.28829712274438,0.325015750744695
-4.07392295824905,-0.575714282119833
-1.08078095025978,-0.23539342798045
-0.0779877743645443,-0.013989431973069
-0.372187460669604,-0.610071684861381
-1.11607382970388,-0.130522833524551
1.90460693391767,0.280528248234463
3.8109174947782,0.593797667752271
1.20330434577937,0.499787322424381
2.48601551292112,0.732640654822097
-0.58639512949981,-0.273813351247644
-1.0815892129444,-0.535362195743475
-0.993619638195311,-0.703718575539379
-0.287705904748725,-0.138942874861733
1.34537668356882,0.703756771134721
-0.907446284233601,-0.952599750280043
1.21609930138613,0.910507864159086
-6.62127095215626,-2.39843337679886
-1.63612564997984,-1.00770543240967
2.55123647068567,1.20957013072068
-1.33469182053019,-1.15528863083222
-0.229574995332437,-0.479139849451532
3.53226387133165,1.04307201484766
-0.00296948446920098,-0.000533309612749987
-1.21338757164682,-0.34720140410226
-0.75495344831478,-0.126256011229199
-2.78920907605246,-1.43286998462453
-3.18485065645094,-1.28063233611529
-1.11568330064295,-0.369527121048497
0.917588479951737,0.263980070648905
